nameFirst,nameLast,nameFull,yearID,setID,cardNo,team,control,PU,SO,GB,FB,BB,1B,2B,HR,points,IP,hand,Pos
Arthur,Rhodes,"Arthur Rhodes",2003,TD,84,Mariners,6,1,7,6,3,1,2,22,23,270,1,L,Reliever
Octavio,Dotel,"Octavio Dotel",2003,TD,89,Astros,6,1,7,4,5,1,2,23,26,280,1,R,Reliever
Kevin,Brown,"Kevin Brown",2003,TD,92,Dodgers,3,3,5,7,1,2,1,1,21,280,6,R,Starter
John,Patterson,"John Patterson",2003,TD,93,Diamondbacks,4,1,6,3,6,1,2,1,24,290,5,R,Starter
Andy,Pettitte,"Andy Pettitte",2003,TD,94,Yankees,3,1,4,7,4,1,2,1,25,300,6,L,Starter
Damian,Moss,"Damian Moss",2003,TD,99,Giants,3,3,3,6,4,2,1,1,24,320,5,L,Starter
Russ,Ortiz,"Russ Ortiz",2003,TD,100,Braves,3,4,3,7,2,1,2,1,22,320,6,R,Starter
Tom,Glavine,"Tom Glavine",2003,TD,102,Mets,3,4,3,7,3,1,1,1,25,330,7,L,Starter
Brad,Radke,"Brad Radke",2003,TD,104,Twins,4,1,3,7,5,1,2,1,25,340,6,R,Starter
Jose,Contreras,"Jose Contreras",2003,TD,106,Yankees,4,1,7,4,4,1,1,2,24,350,6,R,Starter
Josh,Beckett,"Josh Beckett",2003,TD,107,Marlins,4,2,6,5,3,1,2,1,23,370,6,R,Starter
Johan,Santana,"Johan Santana",2003,TD,108,Twins,3,2,6,5,4,1,2,23,25,220,2,L,Reliever
Omar,Daal,"Omar Daal",2003,TD,113,Orioles,4,1,4,6,5,1,2,1,24,380,7,L,Starter
David,Wells,"David Wells",2003,TD,114,Yankees,4,2,4,6,4,1,2,1,21,360,7,L,Starter
Wade,Miller,"Wade Miller",2003,TD,115,Astros,4,0,5,6,5,1,2,1,22,390,7,R,Starter
Bartolo,Colon,"Bartolo Colon",2003,TD,116,"White Sox",4,1,4,7,4,2,1,1,22,420,7,R,Starter
Roy,Oswalt,"Roy Oswalt",2003,TD,119,Astros,4,2,5,6,3,1,2,1,24,400,7,R,Starter
Orlando,Hernandez,"Orlando Hernandez",2003,TD,120,Expos,5,4,4,5,3,1,2,1,24,430,6,R,Starter
Tim,Wakefield,"Tim Wakefield",2003,TD,122,"Red Sox",5,4,4,6,2,1,2,1,22,440,5,R,Starter
Woody,Williams,"Woody Williams",2003,TD,124,Cardinals,5,1,4,6,5,1,3,22,24,450,6,R,Starter
Randy,Wolf,"Randy Wolf",2003,TD,126,Phillies,5,1,4,6,5,1,2,1,25,500,7,L,Starter
Kevin,Millwood,"Kevin Millwood",2003,TD,127,Phillies,5,2,4,6,3,2,2,1,24,470,6,R,Starter
Kazuhiro,Sasaki,"Kazuhiro Sasaki",2003,TD,132,Mariners,5,3,7,4,2,2,1,1,23,210,1,R,Closer
Jason,Jennings,"Jason Jennings",2003,TD,133,Rockies,3,3,4,7,3,1,1,1,26,310,7,R,Starter
Kerry,Wood,"Kerry Wood",2003,TD,140,Cubs,4,2,8,4,1,2,2,1,21,420,6,R,Starter
C.C.,Sabathia,"C.C. Sabathia",2004,BS,3,Indians,3,2,4,6,3,2,2,1,25,270,7,L,Starter
Ramon,Ortiz,"Ramon Ortiz",2004,BS,6,Angels,2,3,3,6,4,1,2,1,24,40,6,R,Starter
Greg,Maddux,"Greg Maddux",2004,BS,8,Braves,4,1,3,9,4,0,2,1,25,350,6,R,Starter
Scot,Shields,"Scot Shields",2004,BS,9,Angels,4,3,4,7,2,1,2,1,26,320,5,R,Starter
Jarrod,Washburn,"Jarrod Washburn",2004,BS,11,Angels,4,4,3,5,4,0,2,2,23,200,6,L,Starter
Elmer,Dessens,"Elmer Dessens",2004,BS,14,Diamondbacks,1,1,3,8,4,1,2,1,25,10,5,R,Starter
Curt,Schilling,"Curt Schilling",2004,BS,21,Diamondbacks,4,1,6,5,5,1,2,21,25,650,7,R,Starter
Ray,King,"Ray King",2004,BS,28,Braves,4,3,4,8,2,1,2,24,27,190,1,L,Reliever
Russ,Ortiz,"Russ Ortiz",2004,BS,31,Braves,3,4,4,6,2,1,2,1,26,290,6,R,Starter
Travis,Driskill,"Travis Driskill",2004,BS,35,Orioles,2,2,4,7,3,1,2,1,24,60,2,R,Reliever
Pat,Hentgen,"Pat Hentgen",2004,BS,38,Orioles,3,1,3,6,5,2,2,1,24,210,6,R,Starter
Jorge,Julio,"Jorge Julio",2004,BS,39,Orioles,2,2,5,6,5,2,21,23,24,70,1,R,Closer
Rodrigo,Lopez,"Rodrigo Lopez",2004,BS,40,Orioles,1,3,4,7,2,1,2,1,24,10,6,R,Starter
Alan,Embree,"Alan Embree",2004,BS,46,"Red Sox",4,2,5,6,3,1,2,1,25,150,1,L,Reliever
Byung-Hyun,Kim,"Byung-Hyun Kim",2004,BS,48,"Red Sox",4,3,5,7,2,1,2,23,26,190,1,R,Closer
Derek,Lowe,"Derek Lowe",2004,BS,49,"Red Sox",2,2,3,10,1,1,2,1,26,110,6,R,Starter
Pedro,Martinez,"Pedro Martinez",2004,BS,50,"Red Sox",5,2,6,6,3,0,2,1,27,510,7,R,Starter
Tim,Wakefield,"Tim Wakefield",2004,BS,56,"Red Sox",3,4,4,6,2,1,2,1,25,250,6,R,Starter
Antonio,Alfonseca,"Antonio Alfonseca",2004,BS,58,Cubs,1,1,4,9,2,2,2,23,25,40,1,R,Reliever
Mark,Prior,"Mark Prior",2004,BS,68,Cubs,5,2,8,4,4,1,1,21,26,670,7,R,Starter
Mike,Remlinger,"Mike Remlinger",2004,BS,70,Cubs,3,3,6,5,2,2,2,22,24,140,1,L,Reliever
Kerry,Wood,"Kerry Wood",2004,BS,72,Cubs,4,0,7,5,4,2,1,1,24,410,7,R,Starter
Carlos,Zambrano,"Carlos Zambrano",2004,BS,73,Cubs,3,1,4,8,3,1,2,1,27,330,7,R,Starter
Mark,Buehrle,"Mark Buehrle",2004,BS,74,"White Sox",3,2,3,8,3,1,2,1,25,410,7,L,Starter
Bartolo,Colon,"Bartolo Colon",2004,BS,75,"White Sox",4,4,4,6,2,1,2,1,24,380,8,R,Starter
Tom,Gordon,"Tom Gordon",2004,BS,77,"White Sox",4,3,7,6,1,1,2,24,27,200,1,R,Closer
Damaso,Marte,"Damaso Marte",2004,BS,80,"White Sox",5,0,6,4,5,2,2,1,27,200,1,L,Reliever
Danny,Graves,"Danny Graves",2004,BS,88,Reds,2,1,1,8,5,1,2,2,23,10,6,R,Starter
Chris,Reitsma,"Chris Reitsma",2004,BS,94,Reds,3,1,3,8,3,1,2,2,23,30,1,R,Closer
Paul,Wilson,"Paul Wilson",2004,BS,96,Reds,2,1,3,7,5,1,2,1,24,50,6,R,Starter
Danys,Baez,"Danys Baez",2004,BS,97,Indians,5,4,5,5,2,1,2,1,24,190,1,R,Closer
Jason,Boyd,"Jason Boyd",2004,BS,100,Indians,4,3,3,7,2,2,2,1,26,160,1,R,Reliever
Terry,Mulholland,"Terry Mulholland",2004,BS,108,Indians,2,2,2,8,4,1,2,1,24,80,2,L,Reliever
C.,"C. Sabathia","C. C. Sabathia",2004,BS,109,Indians,3,2,4,6,3,2,2,1,25,270,7,L,Starter
Shawn,Chacon,"Shawn Chacon",2004,BS,112,Rockies,3,2,4,6,5,1,2,23,26,260,6,R,Starter
Darren,Oliver,"Darren Oliver",2004,BS,115,Rockies,2,2,3,8,3,1,2,1,25,50,5,L,Starter
Justin,Speier,"Justin Speier",2004,BS,117,Rockies,3,1,5,5,5,1,2,1,24,110,1,R,Closer
Jeremy,Bonderman,"Jeremy Bonderman",2004,BS,121,Tigers,1,1,4,7,4,0,3,1,24,10,5,R,Starter
Wilfredo,Ledezma,"Wilfredo Ledezma",2004,BS,125,Tigers,1,2,3,5,6,1,2,1,24,40,2,L,Reliever
Chris,Mears,"Chris Mears",2004,BS,126,Tigers,1,1,3,8,4,1,2,1,25,10,1,R,Reliever
Josh,Beckett,"Josh Beckett",2004,BS,132,Marlins,5,3,6,6,1,1,2,1,27,440,6,R,Starter
Braden,Looper,"Braden Looper",2004,BS,138,Marlins,3,2,4,8,2,1,2,1,27,120,1,R,Closer
Mark,Redman,"Mark Redman",2004,BS,141,Marlins,4,2,4,6,4,1,2,1,26,420,7,L,Starter
Tim,Spooneybarger,"Tim Spooneybarger",2004,BS,143,Marlins,6,2,4,10,1,1,2,24,28,270,1,R,Reliever
Dontrelle,Willis,"Dontrelle Willis",2004,BS,144,Marlins,3,1,5,6,4,1,2,1,26,240,6,L,Starter
Octavio,Dotel,"Octavio Dotel",2004,BS,150,Astros,6,3,7,5,3,1,1,22,24,300,1,R,Reliever
Brad,Lidge,"Brad Lidge",2004,BS,155,Astros,5,1,6,4,5,1,2,1,26,180,1,R,Reliever
Roy,Oswalt,"Roy Oswalt",2004,BS,156,Astros,2,3,5,7,3,1,1,21,24,340,6,R,Starter
Jeriome,Robertson,"Jeriome Robertson",2004,BS,157,Astros,5,2,4,4,2,2,3,1,2,10,5,L,Starter
Billy,Wagner,"Billy Wagner",2004,BS,158,Astros,6,1,7,5,4,1,2,23,25,270,1,L,Closer
Jason,Grimsley,"Jason Grimsley",2004,BS,161,Royals,1,2,4,9,1,1,2,1,26,10,1,R,Reliever
Runelvys,Hernandez,"Runelvys Hernandez",2004,BS,163,Royals,3,3,3,7,3,1,2,1,25,220,6,R,Starter
Curtis,Leskanic,"Curtis Leskanic",2004,BS,165,Royals,5,1,5,7,4,1,1,1,27,220,1,R,Reliever
Jose,Lima,"Jose Lima",2004,BS,166,Royals,2,3,2,6,4,2,2,1,25,60,5,R,Starter
Mike,MacDougal,"Mike MacDougal",2004,BS,167,Royals,4,1,4,6,3,3,3,21,27,90,1,R,Closer
Kevin,Brown,"Kevin Brown",2004,BS,174,Dodgers,5,1,5,9,2,1,2,24,27,630,7,R,Starter
Eric,Gagne,"Eric Gagne",2004,BS,177,Dodgers,6,1,10,5,2,1,1,25,28,310,1,R,Closer
Hideo,Nomo,"Hideo Nomo",2004,BS,183,Dodgers,2,4,5,6,3,1,1,22,24,370,7,R,Starter
Paul,Quantrill,"Paul Quantrill",2004,BS,184,Dodgers,5,3,3,9,1,1,2,1,28,210,1,R,Reliever
Brooks,Kieschnick,"Brooks Kieschnick",2004,BS,190,Brewers,1,2,4,8,2,1,2,1,26,10,1,R,Reliever
Ben,Sheets,"Ben Sheets",2004,BS,194,Brewers,4,2,4,7,3,1,2,1,24,310,6,R,Starter
LaTroy,Hawkins,"LaTroy Hawkins",2004,BS,198,Twins,5,2,5,5,4,1,2,1,27,200,1,R,Reliever
Brad,Radke,"Brad Radke",2004,BS,204,Twins,3,2,4,7,4,0,2,1,24,200,6,R,Starter
Zach,Day,"Zach Day",2004,BS,209,Expos,2,1,2,10,3,1,2,1,27,90,6,R,Starter
Javier,Vazquez,"Javier Vazquez",2004,BS,212,Expos,5,1,6,5,4,1,2,1,24,560,7,R,Starter
John,Franco,"John Franco",2004,BS,217,Mets,2,2,3,10,2,1,2,22,24,90,1,L,Reliever
Steve,Trachsel,"Steve Trachsel",2004,BS,223,Mets,3,1,3,6,6,1,2,1,24,190,6,R,Starter
Dave,Weathers,"Dave Weathers",2004,BS,224,Mets,2,1,5,7,3,1,2,1,26,80,1,R,0
Roger,Clemens,"Roger Clemens",2004,BS,226,Yankees,5,2,6,6,3,1,2,22,24,520,7,R,Starter
Chris,Hammond,"Chris Hammond",2004,BS,227,Yankees,4,4,4,5,3,1,2,1,26,150,1,L,Reliever
Mike,Mussina,"Mike Mussina",2004,BS,231,Yankees,5,1,5,6,4,1,2,1,25,510,7,R,Starter
Andy,Pettitte,"Andy Pettitte",2004,BS,232,Yankees,5,2,5,7,1,2,2,1,25,330,7,L,Starter
Mariano,Rivera,"Mariano Rivera",2004,BS,234,Yankees,5,2,5,8,1,1,3,24,27,220,1,R,Closer
Jeff,Weaver,"Jeff Weaver",2004,BS,236,Yankees,1,4,3,7,2,1,2,1,26,10,5,R,Starter
Chad,Bradford,"Chad Bradford",2004,BS,239,Athletics,3,2,4,9,1,1,2,1,25,120,1,R,Reliever
Keith,Foulke,"Keith Foulke",2004,BS,242,Athletics,6,3,6,4,4,0,2,1,24,240,1,R,Closer
Tim,Hudson,"Tim Hudson",2004,BS,245,Athletics,5,1,4,9,3,1,2,23,26,640,8,R,Starter
Mark,Mulder,"Mark Mulder",2004,BS,247,Athletics,4,1,4,8,3,1,2,1,26,390,7,L,Starter
Ricardo,Rincon,"Ricardo Rincon",2004,BS,248,Athletics,2,2,3,6,4,2,2,1,26,80,1,L,Reliever
Barry,Zito,"Barry Zito",2004,BS,251,Athletics,4,2,4,6,5,1,2,23,26,530,7,L,Starter
Rheal,Cormier,"Rheal Cormier",2004,BS,256,Phillies,6,2,4,8,2,1,2,1,27,250,1,L,Reliever
Vicente,Padilla,"Vicente Padilla",2004,BS,257,Phillies,3,1,4,7,4,1,2,1,25,270,7,R,Starter
Carlos,Silva,"Carlos Silva",2004,BS,261,Phillies,4,2,4,5,2,3,3,1,26,70,1,R,Reliever
Randy,Wolf,"Randy Wolf",2004,BS,263,Phillies,4,3,5,6,2,1,2,1,24,390,6,L,Starter
Kris,Benson,"Kris Benson",2004,BS,264,Pirates,2,3,4,6,5,1,1,22,24,240,6,R,Starter
Jeff,D'Amico,"Jeff D'Amico",2004,BS,265,Pirates,2,2,3,6,5,1,2,1,24,50,6,R,Starter
Brian,Meadows,"Brian Meadows",2004,BS,268,Pirates,3,1,3,8,4,0,3,1,25,110,2,R,Reliever
Adam,Eaton,"Adam Eaton",2004,BS,275,Padres,3,1,4,7,4,1,2,1,25,230,6,R,Starter
Luther,Hackman,"Luther Hackman",2004,BS,276,Padres,1,2,7,5,2,2,1,1,22,10,1,R,Reliever
Brian,Lawrence,"Brian Lawrence",2004,BS,278,Padres,3,1,3,8,4,1,2,1,24,240,6,R,Starter
Jim,Brower,"Jim Brower",2004,BS,284,Giants,3,1,4,8,3,1,2,1,26,130,2,R,Reliever
Felix,Rodriguez,"Felix Rodriguez",2004,BS,290,Giants,2,3,4,5,4,1,2,1,26,70,1,R,Reliever
Jason,Schmidt,"Jason Schmidt",2004,BS,292,Giants,6,3,5,5,3,1,2,1,26,670,7,R,Starter
Tim,Worrell,"Tim Worrell",2004,BS,294,Giants,6,4,4,6,1,2,3,23,26,200,1,R,Closer
Ryan,Franklin,"Ryan Franklin",2004,BS,297,Mariners,4,4,3,6,4,0,2,1,23,350,7,R,Starter
Shigetoshi,Hasegawa,"Shigetoshi Hasegawa",2004,BS,299,Mariners,5,1,3,8,4,1,2,1,26,200,1,R,Closer
Jamie,Moyer,"Jamie Moyer",2004,BS,302,Mariners,4,3,3,6,4,1,2,1,25,410,7,L,Starter
Jeff,Fassero,"Jeff Fassero",2004,BS,308,Cardinals,2,1,4,6,3,1,3,2,23,50,2,L,Reliever
Jason,Isringhausen,"Jason Isringhausen",2004,BS,310,Cardinals,5,1,6,7,3,1,2,24,27,230,1,R,Closer
Garrett,Stephenson,"Garrett Stephenson",2004,BS,316,Cardinals,3,2,3,5,5,1,2,2,23,30,5,R,Starter
Woody,Williams,"Woody Williams",2004,BS,317,Cardinals,4,4,4,6,3,0,2,1,25,350,6,R,Starter
Lance,Carter,"Lance Carter",2004,BS,319,"Devil Rays",2,1,3,5,9,1,1,21,24,140,1,R,Closer
Travis,Harper,"Travis Harper",2004,BS,322,"Devil Rays",3,1,4,8,3,2,2,23,25,160,2,R,Reliever
Jorge,Sosa,"Jorge Sosa",2004,BS,327,"Devil Rays",1,3,3,6,4,1,2,1,25,10,5,R,Starter
Francisco,Cordero,"Francisco Cordero",2004,BS,329,Rangers,3,2,6,7,2,1,2,24,27,140,1,R,Closer
Aaron,Fultz,"Aaron Fultz",2004,BS,330,Rangers,1,0,4,7,4,2,2,1,24,10,1,L,Reliever
John,Thomson,"John Thomson",2004,BS,335,Rangers,3,1,3,7,5,1,2,1,24,180,6,R,Starter
Ismael,Valdes,"Ismael Valdes",2004,BS,336,Rangers,1,2,2,7,4,1,2,2,23,10,5,R,Starter
Kelvim,Escobar,"Kelvim Escobar",2004,BS,340,"Blue Jays",2,3,5,7,1,1,2,1,22,80,5,R,Starter
Roy,Halladay,"Roy Halladay",2004,BS,341,"Blue Jays",5,2,6,7,2,0,3,21,24,500,8,R,Starter
Cliff,Politte,"Cliff Politte",2004,BS,346,"Blue Jays",3,2,4,5,4,1,2,2,25,100,1,R,Closer
Shawn,Chacon,"Shawn Chacon",2004,PR,1,Rockies,1,4,6,4,2,0,1,3,23,10,1,R,Closer
Russ,Ortiz,"Russ Ortiz",2004,PR,3,Braves,4,4,5,5,2,1,2,1,26,360,7,R,Starter
Jason,Simontacchi,"Jason Simontacchi",2004,PR,4,Cardinals,1,4,0,7,2,2,2,2,1,10,1,R,Reliever
Oscar,Villarreal,"Oscar Villarreal",2004,PR,5,Diamondbacks,1,1,6,4,4,2,2,1,24,10,1,R,Reliever
Rocky,Biddle,"Rocky Biddle",2004,PR,6,Expos,1,3,2,9,2,1,2,1,26,20,1,R,Closer
Joe,Borowski,"Joe Borowski",2004,PR,7,Cubs,1,3,5,4,3,2,3,24,28,40,1,R,Closer
Shawn,Estes,"Shawn Estes",2004,PR,8,Rockies,2,1,3,8,4,1,2,1,24,50,6,L,Starter
Carlos,Silva,"Carlos Silva",2004,PR,12,Twins,2,1,2,8,5,1,2,1,27,100,7,R,Starter
Francisco,Cordero,"Francisco Cordero",2004,PR,14,Rangers,2,1,5,6,5,2,1,24,28,150,1,R,Closer
Trevor,Hoffman,"Trevor Hoffman",2004,PR,16,Padres,4,1,5,6,5,0,2,1,28,190,1,R,Closer
Mike,Maroth,"Mike Maroth",2004,PR,18,Tigers,2,3,4,8,1,1,3,23,26,160,6,L,Starter
John,Smoltz,"John Smoltz",2004,PR,20,Braves,6,1,7,5,3,0,2,2,21,170,1,R,Reliever
Buddy,Groom,"Buddy Groom",2004,PR,22,Orioles,3,2,6,6,2,1,3,24,28,180,1,L,Reliever
Jason,Schmidt,"Jason Schmidt",2004,PR,24,Giants,6,2,6,5,3,1,3,22,26,700,7,R,Starter
Dan,Kolb,"Dan Kolb",2004,PR,25,Brewers,6,3,6,6,2,0,3,25,27,290,1,R,Closer
Eric,Gagne,"Eric Gagne",2004,PR,28,Dodgers,6,2,7,5,3,1,2,21,23,330,1,R,Closer
Kazuhisha,Ishii,"Kazuhisha Ishii",2004,PR,29,Dodgers,4,4,2,6,4,1,2,1,24,400,7,L,Starter
B.J.,Ryan,"B.J. Ryan",2004,PR,30,Orioles,5,2,7,5,2,2,2,24,28,240,1,L,Reliever
Mark,Mulder,"Mark Mulder",2004,PR,31,Athletics,5,1,5,7,3,1,2,1,26,450,7,L,Starter
Nate,Robertson,"Nate Robertson",2004,PR,34,Tigers,1,1,6,6,2,2,2,1,24,10,5,L,Starter
Jake,Peavy,"Jake Peavy",2004,PR,37,Padres,4,1,5,7,5,1,1,24,28,540,7,R,Starter
Esteban,Loaiza,"Esteban Loaiza",2004,PR,38,"White Sox",4,5,3,6,2,1,3,21,22,300,7,R,Starter
Mike,Stanton,"Mike Stanton",2004,PR,39,Mets,5,3,3,7,4,1,2,24,28,300,1,L,Reliever
Kevin,Gregg,"Kevin Gregg",2004,PR,40,Angels,5,2,5,5,4,1,2,1,28,320,2,R,Reliever
Steve,Trachsel,"Steve Trachsel",2004,PR,41,Mets,4,1,3,7,5,1,2,1,24,320,6,R,Starter
Shingo,Takatsu,"Shingo Takatsu",2004,PR,43,"White Sox",5,2,6,3,7,0,2,22,24,340,1,R,Reliever
Kip,Wells,"Kip Wells",2004,PR,48,Pirates,3,2,5,6,4,1,2,24,27,360,6,R,Starter
Pedro,Martinez,"Pedro Martinez",2004,PR,51,"Red Sox",5,3,5,5,4,0,3,21,24,440,6,R,Starter
Kenny,Rogers,"Kenny Rogers",2004,PR,53,Rangers,4,2,3,6,6,1,2,21,25,450,7,L,Starter
R.A.,Dickey,"R.A. Dickey",2004,PR,59,Rangers,3,3,3,8,2,2,2,21,23,470,7,R,Starter
Kerry,Wood,"Kerry Wood",2004,PR,63,Cubs,5,1,7,5,3,1,2,1,26,490,7,R,Starter
Randy,Johnson,"Randy Johnson",2004,PR,64,Diamondbacks,5,1,7,6,3,1,1,1,26,530,7,L,Starter
Roger,Clemens,"Roger Clemens",2004,PR,66,Astros,5,1,6,6,4,1,2,23,25,500,7,R,Starter
Brad,Penny,"Brad Penny",2004,PR,67,Marlins,5,1,5,7,4,1,2,22,23,480,7,R,Starter
Matt,Clement,"Matt Clement",2004,PR,68,Cubs,5,0,6,8,3,1,1,1,27,570,6,R,Starter
Jose,Contreras,"Jose Contreras",2004,PR,80,Yankees,1,4,7,4,3,1,1,21,22,90,6,R,Starter
Jason,Jennings,"Jason Jennings",2004,PR,81,Rockies,1,2,2,7,3,2,2,2,22,10,5,R,Starter
Matt,Mantei,"Matt Mantei",2004,PR,82,Diamondbacks,1,3,7,2,2,2,2,1,1,10,1,R,Reliever
Luis,Vizcaino,"Luis Vizcaino",2004,PR,83,Brewers,1,3,5,4,2,2,2,2,23,10,1,R,Reliever
Luis,Ayala,"Luis Ayala",2004,PR,84,Expos,2,2,3,9,2,1,2,1,27,40,1,R,Reliever
Danny,Patterson,"Danny Patterson",2004,PR,85,Tigers,3,3,3,9,1,1,2,1,24,80,1,R,Reliever
C.J.,Nitkowski,"C.J. Nitkowski",2004,PR,86,Braves,1,1,5,8,3,2,1,23,25,90,1,L,Reliever
Mike,Timlin,"Mike Timlin",2004,PR,89,"Red Sox",3,2,6,6,2,1,2,1,28,120,1,R,Reliever
Danys,Baez,"Danys Baez",2004,PR,92,"Devil Rays",5,1,5,6,5,2,1,24,28,260,1,R,Reliever
J.,"C. Romero","J. C. Romero",2004,PR,93,Twins,1,3,0,13,4,0,21,24,28,140,1,L,Reliever
Dan,Miceli,"Dan Miceli",2004,PR,94,Astros,4,1,6,6,3,1,3,24,27,290,1,R,Reliever
Armando,Benitez,"Armando Benitez",2004,PR,95,Marlins,5,1,8,6,2,2,1,23,25,320,1,R,Closer
Danny,Graves,"Danny Graves",2004,PR,98,Reds,5,2,5,5,5,1,2,23,27,240,1,R,Closer
Tom,Glavine,"Tom Glavine",2004,PR,107,Mets,5,2,4,7,3,1,2,1,25,430,6,L,Starter
Ben,Sheets,"Ben Sheets",2004,PR,110,Brewers,5,2,4,7,3,1,3,21,24,480,7,R,Starter
Curt,Schilling,"Curt Schilling",2004,PR,113,"Red Sox",5,1,6,5,5,1,1,1,23,550,7,R,Starter
Carl,Pavano,"Carl Pavano",2004,PR,114,"Devil Rays",5,3,4,6,4,0,2,1,26,560,7,R,Starter
Whitey,Ford,"Whitey Ford",2004,PR,118,Yankees,6,3,7,4,2,1,2,1,24,600,8,L,Starter
Jim,Palmer,"Jim Palmer",2004,PR,119,Orioles,6,2,7,4,3,2,2,21,24,610,8,R,Starter
Tom,Seaver,"Tom Seaver",2004,PR,124,Mets,6,2,8,3,3,1,3,22,24,630,7,R,Starter
Bob,Feller,"Bob Feller",2004,PR,125,Indians,6,1,8,3,4,1,3,21,26,660,8,R,Starter
Jose,Mesa,"Jose Mesa",2004,TD,1,Pirates,1,3,5,6,2,1,2,1,26,10,1,R,Closer
Jeff,Weaver,"Jeff Weaver",2004,TD,4,Dodgers,1,2,3,9,1,1,3,1,27,10,5,R,Starter
Arthur,Rhodes,"Arthur Rhodes",2004,TD,15,Athletics,3,3,5,6,2,2,1,1,24,100,1,L,Reliever
Grant,Balfour,"Grant Balfour",2004,TD,18,Twins,3,2,6,5,3,2,2,21,23,130,2,R,Reliever
Javier,Lopez,"Javier Lopez",2004,TD,19,Rockies,4,2,4,4,6,1,2,1,25,130,1,L,Reliever
Jeff,Nelson,"Jeff Nelson",2004,TD,20,Rangers,3,3,7,5,2,1,2,23,26,130,1,R,Reliever
Kelvim,Escobar,"Kelvim Escobar",2004,TD,21,Angels,2,1,5,7,3,1,2,1,24,140,5,R,Starter
Braden,Looper,"Braden Looper",2004,TD,22,Mets,3,3,4,7,2,1,3,24,27,140,1,R,Closer
Horacio,Ramirez,"Horacio Ramirez",2004,TD,25,Braves,2,1,3,6,6,1,2,1,24,140,6,L,Starter
Scott,Sullivan,"Scott Sullivan",2004,TD,28,Royals,3,2,5,7,2,2,2,23,25,150,1,R,Reliever
Tim,Worrell,"Tim Worrell",2004,TD,36,Phillies,4,1,4,8,2,2,2,1,26,160,1,R,Reliever
Tom,Gordon,"Tom Gordon",2004,TD,39,Yankees,4,1,7,6,2,1,2,1,25,170,1,R,Reliever
Aquilino,Lopez,"Aquilino Lopez",2004,TD,43,"Blue Jays",4,2,5,4,5,2,2,22,24,190,1,R,Reliever
Julian,Tavarez,"Julian Tavarez",2004,TD,44,Cardinals,4,5,3,6,2,1,3,23,26,190,1,R,Reliever
LaTroy,Hawkins,"LaTroy Hawkins",2004,TD,52,Cubs,5,4,5,5,2,1,3,23,26,220,1,R,Reliever
Pat,Hentgen,"Pat Hentgen",2004,TD,53,"Blue Jays",3,3,3,7,3,2,1,1,25,220,6,R,Starter
Eddie,Guardado,"Eddie Guardado",2004,TD,54,Mariners,6,2,6,6,3,1,1,1,24,240,1,L,Closer
Keith,Foulke,"Keith Foulke",2004,TD,60,"Red Sox",6,2,5,4,6,1,1,1,24,260,1,R,Closer
Rafael,Soriano,"Rafael Soriano",2004,TD,63,Mariners,5,2,7,4,4,1,2,22,24,240,1,R,Reliever
Randy,Johnson,"Randy Johnson",2004,TD,65,Diamondbacks,4,3,6,5,2,1,3,21,22,320,6,L,Starter
John,Burkett,"John Burkett",2004,TD,66,"Red Sox",3,2,3,8,4,1,2,24,27,310,6,R,Starter
Matt,Morris,"Matt Morris",2004,TD,68,Cardinals,4,2,4,7,3,1,2,1,25,310,6,R,Starter
Ted,Lilly,"Ted Lilly",2004,TD,71,"Blue Jays",3,1,4,5,6,1,3,22,24,340,6,L,Starter
David,Wells,"David Wells",2004,TD,72,Padres,4,1,3,8,4,0,3,1,25,340,7,L,Starter
Brandon,Webb,"Brandon Webb",2004,TD,77,Diamondbacks,4,1,5,6,5,1,2,21,24,450,7,R,Starter
Joel,Pineiro,"Joel Pineiro",2004,TD,78,Mariners,4,1,4,10,1,2,2,23,26,470,7,R,Starter
Curt,Schilling,"Curt Schilling",2004,TD,81,"Red Sox",5,3,6,5,2,1,3,22,26,550,8,R,Starter
Kevin,Brown,"Kevin Brown",2004,TD,82,Yankees,5,4,5,6,2,1,2,23,25,620,7,R,Starter
Chad,Cordero,"Chad Cordero",2004,TD,83,Expos,5,1,7,4,4,1,1,2,25,120,1,R,Reliever
Rich,Harden,"Rich Harden",2004,TD,84,Athletics,2,3,6,5,4,1,1,21,26,140,6,R,Starter
Paul,Quantrill,"Paul Quantrill",2004,TD,86,Yankees,5,4,3,7,2,1,3,23,25,210,1,R,Reliever
Joe,Nathan,"Joe Nathan",2004,TD,88,Twins,5,4,6,5,2,1,2,23,25,240,1,R,Reliever
Jose,Valverde,"Jose Valverde",2004,TD,89,Diamondbacks,5,3,8,5,1,2,1,24,27,240,1,R,Reliever
Francisco,Rodriguez,"Francisco Rodriguez",2004,TD,90,Angels,5,3,6,5,3,1,1,1,24,250,1,R,Reliever
Billy,Wagner,"Billy Wagner",2004,TD,91,Phillies,6,4,7,4,2,1,1,1,22,250,1,L,Closer
Greg,Maddux,"Greg Maddux",2004,TD,95,Cubs,4,3,3,8,3,0,2,1,23,340,6,R,Starter
Andy,Pettitte,"Andy Pettitte",2004,TD,96,Astros,4,2,5,6,3,1,3,21,24,350,7,L,Starter
Roger,Clemens,"Roger Clemens",2004,TD,98,Astros,5,1,5,5,6,1,2,21,25,500,7,R,Starter
